OPEN,PO BOX NO,OPEN,OPEN,OPEN,CITY CODE,LABEL STOP,OPEN,SORT CODE,TAG
,2117,,,,VST,,BN,2975,X
,2118,,,,VST,,BN,2996,
,2119,,,,VST,,BN,2998,
,2121,,,,VST,,BN,3000,
,2122,,,,VST,,BN,3002,
,2123,,,,VST,,BN,3004,
,2124,,,,VST,,BN,3006,
,END PO O,,,,VSO,XXXXXXXX,BC,2134,x
,END PO P,,,,VSP,XXXXXXXX,BE,2328,X
,END PO Q,,,,VSQ,XXXXXXXX,BG,2482,x
,END PO R,,,,VSR,XXXXXXXX,BI,2676,X
,END PO S,,,,VSS,XXXXXXXX,BK,2766,X
,END PO T,,,,VST,XXXXXXXX,BM,2902,X
,1606,,,,VSO,,BZ,,
,1449,,,,VSN,,BV,,
,176,,,,VSB,,AX,,
,2341,,,,VST,,,2993,x
,223,,,,VSB,,AX,,
,747,,,,VSH,,BJ,,
,328,,,,VSC,,AZ,,
,194,,,,VSB,,,329,
,2551,,,,VST,,,2994,x
,DRAWER C,,,,VSA,X,AV,,
,2142,,,,VST,,,2978,x
,481,,,,VSE,,,724,x
,2474,,,,VST,,,2997,X
,2259,,,,VST,,,2990,x
